N,P,K,temperature,humidity,ph,rainfall,label
72,23,49,22.590930945633207,53.541257665958405,6.500722379012075,279.5064164556277,tomato
48,34,71,19.358654020682387,66.02525900560128,7.8459981136724455,206.03139050890877,tomato
88,37,66,20.007316250742303,86.78465909127274,7.257585082574896,230.8626391207548,tomato
29,26,56,29.841820400266567,51.1587210584244,7.260141411162521,120.2663831880612,tomato
50,74,54,31.467438354293154,80.9120989435259,6.605029723309441,136.2872440265748,tomato
76,74,49,20.87905191765929,88.77838802608798,6.273349397963184,132.26567770137547,tomato
91,41,29,26.66748471336583,60.51465994779551,7.155920437383924,139.03847767225244,tomato
48,49,21,26.66675284852653,77.99167630985005,6.802014170383218,287.99752506071866,tomato
96,24,29,24.892547427918867,52.55447507686354,7.844737568426506,238.32128369013304,tomato
87,78,22,17.9121013723967,87.09804758225167,6.571253527956337,190.2884153616341,tomato
105,24,24,34.112884019236795,52.04484287546019,7.994390307199432,137.5982514458826,tomato
62,72,77,22.004415181700036,54.08717958802118,5.559224743921741,167.09420550730906,tomato
110,34,71,33.50818828180076,50.19710006742216,7.251839351933912,279.2530005073196,tomato
44,20,79,29.42523170630224,63.51893153348679,7.736176355505607,236.35313923221463,tomato
53,53,50,22.377110660276347,81.68455883522083,6.712962670729519,195.03883579794456,tomato
102,59,35,34.94226528468094,42.68254677399256,7.646370382025694,114.72619162846568,tomato
66,30,71,32.33043743682825,66.75886573228883,7.249468048806885,241.945609043323,tomato
38,73,78,31.852724269293173,58.24865157850883,5.783222148919854,221.4025904019753,tomato
70,23,67,21.90596205236044,69.75060542536156,6.43276505417415,241.5915807383906,tomato
47,55,26,26.450884225211997,85.85140112315375,6.383691659914137,177.26687704663092,tomato
93,21,59,19.74189468811932,48.075687819574064,6.619259325250979,174.99825142111325,tomato
85,66,57,19.24193331654503,87.35517394058544,7.215028661550841,109.52513924285276,tomato
85,51,71,30.47428078710229,71.93604958077815,6.635565961571276,104.69803645761912,tomato
46,68,78,23.30916053538609,43.28614458812041,5.97833192722688,154.70483418800228,tomato
24,70,70,27.14425900883645,46.736922953533366,5.784018814111446,295.1564055701068,onion
99,57,32,21.702042942550445,75.58508364987203,7.003627220777561,124.108627693702,onion
27,55,68,27.611753543334977,67.8262158938306,6.883175876974251,298.3464282058305,onion
38,53,39,25.960605285456445,78.16567677048931,7.773679739379242,104.0955819237216,onion
106,61,49,34.05338011131191,57.98079072110103,7.121189272971609,108.7844970806492,onion
24,32,78,20.308623620929936,68.34401080115217,6.914526012926611,201.41817149491683,onion
53,52,79,19.037518705114653,47.05115186431963,5.6271549798508635,296.72590034726613,onion
76,25,24,24.0692333434096,72.29083483134482,7.8321345468253005,90.04136733313115,onion
50,68,62,16.52997625643851,40.14212655172434,7.012748916393817,93.6950504038312,onion
117,76,30,32.806495244464884,67.53782095417864,6.916317634240554,227.1871631182092,onion
52,33,58,15.711421178736874,46.520438152616215,7.973721238457729,249.9217268695892,onion
87,62,46,31.838621897977912,53.91519885412819,6.905392802052582,282.4837868652149,onion
98,74,76,16.131560903351236,46.010453636275216,6.272716074243316,257.2792226348973,onion
41,69,78,26.32812651527399,73.75539704803916,5.598236564513588,91.76788487309597,onion
119,50,44,28.101066325098703,40.91443677638221,7.7602919999388895,183.91356006326063,onion
108,62,54,24.280725448409385,82.74089910937276,6.212143499261285,270.90124382144893,onion
74,78,78,28.544518034804945,58.63279521997498,6.617637558013156,117.5119725709996,onion
53,26,24,32.73875196052272,66.25019709936852,5.506817846664747,250.47580703893,onion
100,50,32,30.03094750691065,61.13869302411594,5.562930165568501,166.05210453192407,onion
41,47,37,20.04742015857173,42.347631008382514,7.632562763453515,245.93678385844672,onion
55,26,41,21.58307089804608,86.06596608034216,5.759011555499015,265.6456068631089,onion
101,35,79,32.77950457679225,63.34252027229396,6.7186304143437505,212.41507591649923,onion
40,25,70,20.50847854629901,58.30986313746362,6.104670142336015,263.9999383440303,onion
59,69,32,28.302181939534183,52.403820390344094,5.8600711806534935,250.8376762292077,onion
84,67,77,28.21558028012874,48.77440576192069,6.648505883897313,200.5877956685422,onion
56,79,43,30.677930023116247,46.94461620789095,6.693209407276228,293.8833238991074,onion
52,39,49,30.33188616014677,73.10781386439717,6.989975542470295,239.31567826496777,onion
77,60,60,19.502201991180076,46.17614490045441,6.63420645729836,213.806039031441,onion
26,39,23,30.73747226312758,40.24776942205006,6.2810636163667315,105.71636660308752,onion
102,64,53,20.628218952177225,54.87400823115464,7.320093627930081,207.0311817614509,onion
106,56,79,32.84042495558695,89.6270445605563,6.803300606917657,155.9341545766378,onion
62,61,63,16.536685077483995,64.22227481777136,6.920535375242272,80.03188454791724,onion
35,49,59,15.98638095956681,73.147358840508,6.690429259205747,82.48949646721528,onion
79,28,71,25.309340427444067,58.69929246817799,6.844467007642478,74.43222944194227,onion
86,62,52,26.10453659465784,89.03283291629617,7.765047708420973,116.81894254085417,onion
55,71,44,30.30894067577773,42.31844134029487,7.087454735663993,133.8221057898017,onion
83,53,35,25.46536387603311,50.46463829450966,6.3932602060090815,63.05313585117535,onion
116,46,23,21.7018168584124,42.586702789305455,6.297614211816842,94.7973964591812,onion
119,68,46,34.61541850190545,88.51436899640736,7.989263970884247,263.0570557425337,onion
95,64,28,31.71190976968238,42.51397281201422,7.839226439912783,196.89966264938485,onion
71,21,79,25.15966284356044,62.30147766930836,7.345311890525181,234.6058862468052,onion
51,32,69,20.99172283890399,55.2099641938662,6.111804133335518,111.3188674855362,onion
66,69,50,34.309846119723474,84.20467205212063,7.1630612297971865,167.84317782268437,onion
114,75,72,22.5543912800479,66.05618207950351,7.581532119317265,117.5907555682378,onion
89,68,57,25.762396725705216,86.31478805296149,5.733841970690781,213.8087622422011,onion
66,43,55,27.697346076418643,81.67582531410683,5.703593689997485,280.8893958254957,onion
48,71,59,32.1137334820493,48.91030430139208,7.032449523574575,117.22353032991964,onion
110,56,35,29.38685976446564,57.99920729558784,5.950253228145285,238.2228373590388,onion
98,44,44,24.810798070178837,70.60455451400168,6.219407107510153,53.9677601395105,onion
86,44,32,24.79450385474106,78.07967361082103,7.457483051218074,150.42632484872024,onion
79,76,64,27.30446901313124,65.11863014174267,7.069972999962319,286.555359332104,onion
54,36,47,16.85994534526423,51.92421323878502,7.2770081942159806,115.9212191560059,onion
81,35,64,23.329219289771565,56.52332836098734,6.502555891526797,179.46144889153163,onion
84,64,33,21.101295591898065,44.64438503019636,6.764870216750001,99.18891597255654,onion
63,62,64,25.9479881721926,45.93044897200759,7.32493828834818,80.17276812828592,onion
32,76,50,24.568088016714583,59.948525221553766,7.593798319842273,109.41205532706891,onion
82,31,55,24.16582289141663,58.9730031635915,7.50566764347616,180.7123377159188,onion
69,29,44,27.13499461256105,64.84689701559114,6.515941070228228,131.6209839261432,onion
39,61,56,16.643007621036368,49.55814143544352,6.445868544750304,62.68297630702605,onion
24,79,58,22.75587431668312,47.761738011302114,5.760388746566863,66.25847756467319,onion
57,61,43,15.66019805803708,62.07393041161743,5.503877284905117,64.82511848552487,onion
69,62,34,20.467332430792663,69.77953571225761,6.543100490906285,135.19985468601777,onion
24,59,31,20.22268822288897,55.83732753075624,6.515166379965445,125.53477236460024,onion
23,51,78,32.25274991934266,86.73175683136245,7.5916680263725755,111.61221330105428,onion
48,50,33,26.50027282392224,41.79001011901834,5.73085249144393,73.64507184338585,onion
37,54,35,29.86357412016023,44.489981863860336,7.9274558021677155,134.47359058669758,onion
102,30,56,32.8051352717127,72.27387936723551,7.684670380250909,116.30077764818998,onion
109,24,32,19.35458201884364,71.99612823652966,6.312761834822302,209.1090510343424,onion
85,55,25,15.351521941693562,59.17138467624443,5.589149272464379,272.46888921770324,onion
73,61,51,21.718551966243005,86.07768536277362,5.689117109337234,256.49430943414376,onion
23,53,39,25.875011647670767,47.44270042977079,6.018809392209866,253.032629948782,onion
54,26,30,25.26085371274576,46.16900580142817,6.845094563448859,152.0923974872619,onion
46,53,51,16.34194681494718,43.77468948879562,7.011676672369259,157.35210207035328,onion
79,53,55,26.100841088382555,54.96347471424127,7.218072154485748,246.05305908558196,onion
84,70,76,31.739046392825557,55.2667694196503,5.684871962253701,156.0762259099218,onion
111,45,74,19.77969413678263,89.79128926181502,6.001159435472345,116.01738444689155,onion
73,43,60,30.75151185843363,87.59834603525587,6.043171816627828,263.2174411888863,onion
30,29,29,27.087428696748084,74.25040327770716,7.676755302049021,230.56345711375545,onion
27,55,71,32.78782783779538,40.613748177103965,7.486281326612171,150.1610992758493,onion
70,61,74,32.00214252605974,63.74567549938752,6.70887569664827,75.65486314273235,onion
64,49,42,32.15519253365669,42.3035710337046,7.057614153716152,70.70224006309917,onion
92,56,32,25.42352290565312,60.81698481397362,7.147853384141641,219.72550044789008,onion
39,36,45,23.909901764429016,61.50868090176918,7.3728715123041795,298.4239418441095,onion
61,43,43,29.090112534597395,58.54579824705769,6.455870439203381,280.53727427318324,onion
28,28,53,31.45709984364243,41.54635299038202,6.291066619114157,133.47771001673027,onion
91,21,35,31.27825205129689,40.395957240482325,7.094889925842348,198.57207914336465,onion
61,51,56,33.71272940587278,77.15960279690688,7.417177167808211,167.20248501119278,onion
86,61,65,32.33742258680972,79.5812149875615,7.7543324351570915,208.67883299279248,onion
74,33,30,32.5402381622502,45.67137842836674,6.131549929597401,89.90791091914193,onion
117,20,41,26.02748980223783,43.28718014867507,7.939987087681362,100.90824722552752,onion
26,58,31,17.539949747697715,64.29858345110146,6.134343384625014,175.4204140513207,onion
59,28,69,17.49607800435441,89.22155163031394,6.5138533806384915,220.701743451961,onion
38,33,66,28.947301260534687,69.81098118494563,7.416898299666951,296.397595881912,onion
91,40,44,31.98235830355643,71.06735881192438,7.379558780273358,177.80418633724895,onion
49,28,70,29.769668251114968,65.92760169369656,5.8665300166296985,243.81652140165696,onion
48,65,77,23.468216355638354,86.4534545485594,6.624361800654523,84.0324905642725,onion
100,20,32,16.521797324373637,55.11003201453769,5.7783017578520885,177.87143350282707,onion
58,37,58,15.97172593196074,80.18108257403378,7.71642200958814,181.18488255218037,onion
21,39,70,20.362642120999336,85.50967653579141,6.05594705671608,267.29681678876705,onion
118,25,54,34.39671942396434,43.20666259356049,6.746856049207722,244.34496125150267,onion
87,44,74,21.951570441035884,62.257535151875175,7.748805869416473,65.69076782219955,brinjal
28,63,34,27.18366066637772,79.41458060989687,6.614025516390869,244.1706265191102,brinjal
77,54,23,25.71636189728844,40.50318966578023,6.258685907890087,174.8405533725373,brinjal
109,22,45,26.86736230620636,85.86172298429885,6.5874565789530894,168.83772939164504,brinjal
33,77,50,32.89485307720935,57.65937950544571,6.062605564017564,104.5016778924863,brinjal
73,21,71,20.980461636714747,51.09843541495102,6.545386716071908,282.6929186004087,brinjal
66,31,56,25.19886625591052,44.08669354393876,7.059264015890349,259.5356948849146,brinjal
59,59,76,34.237629676073865,69.93421002389778,6.339213561353784,121.63819874918562,brinjal
82,41,48,22.67017839818579,72.51964953480959,5.535116695029895,215.40977538595732,brinjal
118,37,40,17.29704680674857,78.38505619928725,6.222205927080784,241.2396885464993,brinjal
100,45,56,29.378346474819264,55.52794474062304,7.005589790453408,106.15323008673748,brinjal
118,71,64,17.534274690466013,80.12926149584067,5.728097888640839,227.4574238489096,brinjal
56,36,48,23.83864012876569,40.58533755308468,7.0038180690197,77.1951478702006,brinjal
73,33,27,30.799082086540352,65.71154696297653,7.17122231045,277.8525593637877,brinjal
98,54,70,24.49760026068855,89.86976143300173,6.382478649501731,84.13021841080518,brinjal
76,50,34,18.196615002515976,42.361495493198525,5.572060867460333,150.69872743764637,brinjal
67,58,30,31.051928703781467,50.43254080471495,6.954239391686938,105.66708550959108,brinjal
89,26,65,34.32380697329578,85.08261654044222,7.655934937935076,236.23976455996177,brinjal
86,69,54,19.989096102282502,76.89099558993445,7.459397096671738,96.0604443594533,brinjal
108,67,51,29.00788425601728,41.58224480740476,7.417604015504093,250.8613342852641,brinjal
30,25,47,17.842358550054378,43.26218255989084,7.814020813986044,266.1264862076545,brinjal
94,30,53,30.56110433479656,81.14853361386108,7.331309351029769,155.30390098270098,brinjal
34,62,39,30.09078694946612,87.67761532118925,7.5448515652260095,160.64827367419727,brinjal
72,55,44,26.71149766403959,48.382105008072585,6.726171123698993,290.2840240006433,brinjal
86,70,28,16.714997446196133,59.14168028883609,7.435761426226628,272.9584722233421,brinjal
41,31,26,16.234307064959587,85.27258243962868,6.635554365274407,229.62341898839497,brinjal
27,41,26,31.183604229526058,78.96326340279293,5.888088600696437,195.9564799850748,brinjal
107,47,55,27.85403424685389,79.90551799975604,5.996268069433328,270.3745420770192,brinjal
37,55,30,29.495568977613964,87.92903025821704,6.352910419740323,219.66613355968843,brinjal
66,29,67,23.470535397474347,88.59029404660296,6.738614827512503,209.89945230571905,brinjal
60,79,76,23.914517721719548,42.56097359148185,6.017460659920292,248.8039785288251,brinjal
31,68,33,18.15923775180929,72.27699832358806,6.569687877050017,169.14272970754377,brinjal
23,64,66,19.629979497034924,47.08476943147395,6.1846525682010265,121.35108820746504,brinjal
96,57,52,24.23747343368761,69.17881212334571,6.0342852574710415,93.22954909449788,brinjal
64,78,73,27.162210445880277,61.76512627857982,7.9861135166582,289.3471418503786,brinjal
29,66,53,33.972305615282785,88.808845826999,5.870496927695171,106.15249070873767,brinjal
32,65,75,32.123555003860574,49.07382957225133,7.761395227369569,93.80014359632386,brinjal
67,22,62,15.01113867940974,60.83232686111045,7.152134090565552,118.60265844710084,brinjal
58,66,55,31.550525638227644,83.2738885718826,6.708167026595403,89.07017368394332,brinjal
93,43,75,21.576958702377038,51.00094102228767,7.923619658662412,80.60973678668333,brinjal
91,52,49,23.50359965427826,50.22319404209513,7.515584410187859,53.62693723262949,brinjal
63,29,64,20.612591805684737,53.59991454249389,7.892060961973803,125.19696147969732,brinjal
58,38,70,26.129662579146075,76.59273115288678,7.694066291192646,237.14966237603156,brinjal
115,71,54,21.457353368610317,51.375508398307446,6.525265021160691,278.1795034435908,brinjal
73,66,53,17.44299558603825,64.42937568474039,5.664663293995166,61.67845229578449,brinjal
22,52,24,19.85679081366123,53.40839537269623,7.001581891538957,126.5163600606606,brinjal
95,20,75,25.42737890321628,52.59367490562821,7.329548655223778,105.18385578621115,brinjal
71,76,51,33.29178767351045,47.005894186196656,6.3641941416344965,88.31748709402427,brinjal
36,28,43,20.47500796277204,86.89376568263353,6.502066988870578,63.11248794794717,brinjal
89,31,26,24.19067791955765,66.62498851632279,7.942824322686635,98.60304753691102,brinjal
64,79,66,28.1676569594532,85.81761355312756,6.11083071686107,58.72898870401082,brinjal
95,75,58,19.77707050695108,49.02838625660638,7.189591182538253,264.0876794045049,brinjal
103,36,33,24.18072426845016,55.37220368077522,6.7219098610381645,96.81276378580534,brinjal
55,46,60,18.642902534147552,72.77753293548876,6.140733144737974,74.44487010161542,brinjal
44,59,64,21.997189613907423,47.03005390796351,6.836482145879982,142.30092046944992,brinjal
60,25,27,16.444984421641106,71.4073405586103,6.4802178769311904,234.54920982379517,brinjal
75,72,57,17.945676100408146,60.20111087799968,7.795381902788128,214.05913891941452,brinjal
56,60,67,31.945545913308084,50.59646186271595,5.561296055207504,89.39885926537926,brinjal
75,55,39,21.59086909688876,43.48042493218687,7.927270048901608,285.1536343753017,brinjal
57,33,65,16.41673136685726,41.16092045250274,6.6268447636096965,62.41341266160775,brinjal
24,66,43,21.77701092854275,41.56936895471675,7.27330277410868,184.9039245098705,brinjal
25,31,76,26.42210960578671,49.17738272652617,7.0057514962814516,175.27155417436649,brinjal
94,27,33,30.19128051610423,43.22533083165628,5.78353012993394,195.4062791958267,brinjal
59,33,78,16.263627772151324,87.73799828145968,6.462993824845874,165.7455430461112,brinjal
48,44,65,18.11812109609072,81.00422667279196,7.352981155743857,230.36542197791437,brinjal
22,38,43,24.347670363115604,85.35757010887176,7.0722455788070215,189.85381045078597,brinjal
22,40,57,32.09268542365099,87.83205900559219,6.752969563817691,63.69401734777967,brinjal
57,20,68,20.18503639339851,55.90429493432595,6.811057213709468,59.717287536449625,brinjal
106,36,79,19.58209269983428,71.50061490723955,7.488491387746881,258.0558430329774,brinjal
34,34,29,33.075328467519306,56.7311755328591,6.433850528149941,252.77622564112636,brinjal
66,30,39,21.882427675548637,73.3073048592789,7.100752196475714,159.50452908693546,brinjal
61,48,46,33.34693434437801,70.10788127552593,7.539623935130759,106.68917676959734,brinjal
66,43,47,23.923908765093078,73.73920669808055,7.769691725241342,257.4563801161747,brinjal
78,79,74,34.51453050082915,44.5717871336936,5.592916545483453,127.33594544819914,brinjal
63,60,79,33.20916260307553,78.42051997006439,7.954240361581686,191.76905412125456,brinjal
31,74,36,16.917522765046268,79.05312057216983,7.815453996795364,289.05646677130267,brinjal
54,29,25,26.26804567274268,56.48285318206168,7.844537265297694,73.45528953230522,brinjal
73,49,79,32.37043778136787,49.33741912971347,7.147599059638172,170.80937518189003,brinjal
113,48,40,26.787271112111945,50.82090488577719,5.817707398237147,202.78292052358557,brinjal
75,36,39,22.917533986356965,77.22950697070462,5.986376175040083,88.11202881289762,brinjal
110,24,30,24.16335409995784,79.64436175230237,7.249922410882927,107.60555132325692,brinjal
25,59,23,15.257076869896384,79.55953469502512,7.354923709747597,270.1649619588925,brinjal
77,59,55,30.46383997500587,89.54009521706473,6.9130182906054,146.97889437835437,brinjal
35,73,66,32.74318670194613,69.11254189631855,7.176493161376962,149.7304232575595,brinjal
59,75,51,31.279633200702484,52.02515110520783,6.857557398360203,242.7756753666432,brinjal
21,70,46,34.02942345620728,64.07560400867456,6.3245343403746785,248.71369763912148,brinjal
111,76,23,22.37704300027181,44.4443160115346,7.028736281354777,267.76202080257326,brinjal
44,21,40,25.14660055327041,80.27099098291967,6.390771925465079,276.76536534651177,brinjal
119,51,64,27.93716164970201,68.79260909574681,6.4013352052040045,240.7368381957501,brinjal
33,38,73,22.621851122768756,57.77269875414966,6.1721299968295344,136.36100133977033,brinjal
64,52,61,22.18004969649196,82.4551044695179,6.512012229647496,201.277152603107,brinjal
33,73,30,19.33819639613093,68.48135894310265,7.813409977767564,74.5270135314658,brinjal
41,67,79,18.65003888798591,60.03289481123085,6.617490279924178,56.88189793393617,brinjal
47,69,75,16.39416885151948,42.71261446066365,6.763316272595985,59.38088686086272,brinjal
62,40,51,26.23897991800811,73.64304706120012,6.223740047368413,132.74417475979635,brinjal
58,69,48,25.956389699815748,46.08188162703202,6.357889595441071,111.84824921100903,brinjal
45,26,73,18.683080029595207,57.878710271940655,5.55407180184098,76.42230396153974,brinjal
75,66,69,26.416148307737014,86.09076710729204,6.093090660370344,118.62101866840966,brinjal
46,56,35,23.734604553963987,54.78749597730014,6.934915962500012,108.96264211751917,brinjal
59,45,73,16.06861478695332,82.93492831764866,7.57678749154892,81.91091414841443,brinjal
89,28,35,26.18296268182953,52.84359098559808,7.932660283472146,269.9074114131992,cabbage
68,20,29,32.634806634575895,80.65787452888637,6.8817312722272534,96.7931923062772,cabbage
84,39,63,17.590646939950478,61.22092991906855,7.866956656556379,174.72004333420745,cabbage
84,79,24,23.64978472033116,71.92822184839163,7.277403804876013,122.20338418079623,cabbage
102,40,32,22.06672161926924,59.10424091240923,7.539388618204617,267.5491212379967,cabbage
51,74,23,32.02984273544311,86.53783232639506,5.542096975454386,70.22809151204575,cabbage
101,61,50,20.048183122554686,87.51826571531873,6.303981345965831,125.99440267869626,cabbage
77,44,24,24.704783797098656,40.7700650251152,6.65669067950675,202.30199964817632,cabbage
83,50,39,27.35448770483045,75.7582605427493,7.353082972700316,189.1888039163167,cabbage
35,60,58,20.58988689975651,66.78713695386394,6.1586302724737365,232.48287858637715,cabbage
46,62,70,32.73503964061641,46.77162413056145,6.318991531765145,107.74338612682152,cabbage
85,60,56,30.88387486874532,67.8649955325753,6.841201485672732,287.88236149694774,cabbage
97,38,39,25.857061412255952,82.8730720416514,6.047482431158917,126.23475544560831,cabbage
33,23,41,27.896601089723028,48.8599138962079,6.12994621857555,299.5676969960907,cabbage
109,27,62,28.65902598839073,67.39769779664265,7.46883200050618,104.08074181978444,cabbage
49,45,46,32.56887743229149,88.99092908956521,7.821346241329611,128.67492425642695,cabbage
73,79,33,18.823088681342625,68.85735065782802,6.934154081338387,276.47523780491827,cabbage
110,50,37,23.786225947144825,89.0594274998266,6.430091778428359,277.76450699955785,cabbage
108,65,61,23.85282142422808,43.12236605717848,7.3928416441247204,219.04533443276512,cabbage
84,41,24,25.338168845565143,88.41502061984816,6.06873389040003,145.32676638134973,cabbage
79,60,22,22.373778557536085,62.96415051797422,5.59701197077041,157.54321594769945,cabbage
87,77,34,15.594259970746547,72.62159553518845,5.552500699272888,276.6613913728477,cabbage
46,78,77,32.287265180131584,89.78817264847547,7.237884822585312,174.34159094484727,cabbage
116,45,23,28.31891376816639,51.41005970669344,6.84753468288421,196.46279719997148,cabbage
118,25,38,22.26393685317902,65.6379307733149,6.001355904407474,121.5462113305089,cabbage
28,76,67,27.588251338500392,45.50422541572334,6.066746334224986,221.9375533772164,cabbage
89,30,66,15.16074122747902,61.832560347340014,5.627629399455765,128.47081494968447,cabbage
46,25,64,15.62362565222606,54.87211935841517,6.894929685442158,122.58913115521472,cabbage
20,37,53,16.212937722829185,84.5384330296552,7.480631193884904,125.02999267268552,cabbage
71,34,45,16.770272418584756,89.17427827513994,7.911747252389667,235.2243317537437,cabbage
116,27,26,21.773466276057437,69.27173035536146,6.551824298188303,288.37045694383494,cabbage
89,75,64,19.672551627307687,66.19163129983758,5.723364746852905,179.66156598016065,cabbage
51,66,79,31.00414634264869,83.42969229803248,6.301652398659324,272.5905947935198,cabbage
47,51,38,31.001916748400195,83.08863798470637,6.015010470304762,100.77085617104152,cabbage
66,57,50,20.874891275958426,71.32667732547009,5.568513957283841,113.88067814914449,cabbage
22,54,79,16.714112831320172,48.95205796640377,6.715159744487738,287.3868158774061,cabbage
47,35,43,24.737418401563307,81.26915606030671,5.673309684559559,56.85002604797646,cabbage
70,78,45,26.809993654702744,85.31870788326549,7.044244465469621,266.5944227321317,cabbage
89,72,71,15.31800215814869,71.53161590069975,7.17273911839371,267.11441866127905,cabbage
97,74,76,32.945644581151114,83.4743867615583,7.785604320932429,273.66838201172664,cabbage
90,33,63,33.30163099650942,51.86774700821705,6.283736157375929,73.4729505888058,cabbage
112,26,39,34.41565875999892,76.56573406552886,5.983328823555997,112.00089691406237,cabbage
97,30,54,30.421983170329355,60.28154800290663,5.739936370257087,127.8637308231585,cabbage
110,75,60,26.25773390998316,82.0691908794733,5.520361308522022,112.45307717837464,cabbage
30,44,79,23.212631928686463,68.90935121911825,5.764383015217435,181.16591637907408,cabbage
80,51,76,20.4857000954153,80.97531274192599,5.947135288355077,147.1183292717491,cabbage
114,57,33,25.294878677966715,76.4444032432484,6.06049223669698,288.76814675472724,cabbage
98,24,75,18.918655274139734,51.42194359279532,6.288171279749674,126.04349000614684,cabbage
101,24,44,24.352344581733664,71.70296763405943,7.472835974617979,115.26742097082612,cabbage
58,63,73,21.820503557992744,67.78587056876779,6.2989945956955795,207.5097835460872,cabbage
23,73,77,26.75407927231973,82.9040059382674,6.2440402833228035,229.4740356170443,cabbage
77,60,57,17.90515448416595,53.08824017679661,7.994228298607727,132.08743301831024,cabbage
48,77,71,26.671199244594277,79.83698861518909,6.713090163886921,294.26657465779874,cabbage
43,29,67,16.05850480494048,64.33764408925028,7.060034607098874,144.13485080190532,cabbage
101,65,73,17.21944966605466,62.81783260778758,6.079599069432113,191.8575928678027,cabbage
83,71,79,25.973021572175597,46.17999311273198,7.367155868429311,144.2211541125439,cabbage
104,38,35,21.185599805094512,44.63709113117207,5.970287245577566,98.83918394167917,cabbage
82,76,56,18.69463040307369,67.22577581983555,6.038916657002595,91.56197957469874,cabbage
89,41,61,16.01265012729311,56.32942400542366,6.711633923843058,122.79039357014187,cabbage
22,76,59,25.61050817595835,55.72684725654588,7.573278439541787,107.21634828262508,cabbage
26,49,42,26.888595721301723,41.83826753610647,7.199001874806187,166.857151986357,cabbage
119,43,74,32.9282188979858,88.86717426101023,5.690020791958201,194.6092575843416,cabbage
112,66,22,20.530239285178943,71.1226228251446,7.139646686446876,224.32350502891435,cabbage
57,36,21,27.979391584257225,87.48012586484684,7.557318347343191,188.8143285034637,cabbage
90,53,41,15.688751246356606,74.52355433128818,6.5749332568813,194.29353046626645,cabbage
107,78,69,29.553355183547037,84.19561106906136,6.514303475780242,96.67104962781052,cabbage
31,74,45,28.030409863608785,74.88722209279028,7.018138331419277,115.9922136663114,cabbage
76,24,74,19.438954892214184,42.00071659681549,6.856297532128419,183.58550855510572,cabbage
64,67,31,31.44168073232166,66.4614677177786,7.895205454660177,253.0060035636293,cabbage
32,31,61,33.71257198574092,79.76735027249592,6.719883091461002,282.12845191714314,cabbage
104,34,54,18.421575470639297,64.14938160293806,7.580127570946138,246.3774973584038,cabbage
21,45,27,31.262082327444222,65.22145989637332,7.216901556785436,102.53899640262192,cabbage
101,51,62,30.317764843160283,69.75393283078772,5.732277308785225,265.27414452335165,cabbage
55,48,48,24.95879770844536,67.9201185489535,5.683085288646526,189.97521901563132,cabbage
72,48,76,25.628724294992555,46.94546348473348,6.352952441307729,160.67719700952176,cabbage
100,64,75,20.99713266044752,74.85456758093575,7.293558692772253,226.64277944635077,cabbage
26,43,67,18.799132517788703,44.29740656464825,7.383600872540298,236.04829199752237,cabbage
40,53,74,26.50802303282437,63.38339636984294,6.94506365217981,177.01333920803032,cabbage
112,73,42,33.242253121199894,59.88387488743111,7.434820723628052,160.45180687402177,cabbage
74,48,55,19.474462295746,77.26574030932491,6.88674692473149,288.0098476016401,cabbage
118,75,78,34.620818137605454,68.08678179282776,7.918265221798935,268.0417717258392,cabbage
50,72,23,33.54365662432738,75.49172007078792,7.430264467159257,113.79654074175473,cabbage
85,40,36,17.18564004825696,83.89718965388772,7.8040773343526375,121.72569274453576,cabbage
99,24,22,19.23949355514213,53.1934913969144,7.442027092500409,229.4135939064512,cabbage
111,69,46,29.360156271268067,49.58437264765276,6.002428545005234,173.974126165779,cabbage
21,36,62,34.763432237858765,79.08230987564022,7.082218928900031,158.6017544039413,cabbage
115,52,69,28.24279875355482,72.79009553795493,6.678589716094248,84.67522077799234,cabbage
49,64,68,17.555736724788805,68.72066919572623,6.555153948739935,289.62275688351644,cabbage
29,45,64,16.773931878505607,50.66363461835314,6.534871688843851,272.908484540377,cabbage
51,39,58,34.92210175264679,53.62925399750635,7.248692396660523,254.66257251930315,cabbage
85,21,43,27.25498716035509,81.2899646717676,6.626931824903162,228.0174276270737,cabbage
45,60,26,30.31390311283521,61.42899184993663,5.58999710425025,270.8489839011406,cabbage
72,32,38,29.3731944462861,82.98268700125669,7.38175206619661,297.7688962506883,cabbage
98,34,75,20.44796553609979,87.73935212905332,7.3144107540531715,287.68987536105885,cabbage
92,74,67,25.811731882696638,74.82582572515673,6.004746353060931,137.81984858628527,cabbage
21,42,77,21.86302289687326,45.4589039679533,6.838739904398371,265.9692821026722,cabbage
58,45,62,20.90063347465274,42.6613611296636,6.148514714056421,150.29270818258834,cabbage
49,25,73,15.252625127712223,52.27101778671727,5.6576048168244055,177.86826382020598,cabbage
64,28,22,24.358778093497094,52.40368445352319,6.522344287929634,55.85733096208041,cabbage
35,47,47,26.870292120011584,56.50730251463656,7.289167874207579,52.995108996706,cabbage
116,64,44,26.14778776696991,75.74023247786924,6.251875381970604,199.57920715494808,cauliflower
38,38,61,26.324338094064597,57.43903510365298,7.230212770407944,138.24029550858074,cauliflower
45,67,30,27.77478167928176,47.25423606023125,7.332095114672253,120.97087184277298,cauliflower
33,33,32,32.9388134911766,61.54425537531089,7.06260993331089,246.3917931192788,cauliflower
119,62,34,22.57023591188718,64.17072980940219,5.628853269117354,98.55919862991642,cauliflower
